display_position,editorial_player_key,editorial_team_abbr,editorial_team_full_name,editorial_team_key,eligible_positions,is_undroppable,player_id,player_key,position_type,primary_position,uniform_number,bye_weeks.week,headshot.size,headshot.url,name.ascii_first,name.ascii_last,name.first,name.full,name.last,draft_analysis.average_pick,draft_analysis.average_round,draft_analysis.average_cost,draft_analysis.percent_drafted,status,has_player_notes,player_notes_last_timestamp
RB,nfl.p.7894,Det,Detroit Lions,nfl.t.8,['RB'],0,7894,273.p.7894,O,RB,36,5,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Jerome,Harrison,Jerome,Jerome Harrison,Harrison,0.0,0.0,0.0,0.0,,,
TE,nfl.p.7904,Ari,Arizona Cardinals,nfl.t.22,['TE'],0,7904,273.p.7904,O,TE,87,10,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Jeff,King,Jeff,Jeff King,King,0.0,0.0,0.0,0.0,,,
TE,nfl.p.7924,Ten,Tennessee Titans,nfl.t.10,['TE'],0,7924,273.p.7924,O,TE,82,11,small,https://s.yimg.com/iu/api/res/1.2/gCtHUAXGuehKQAHpeScgTA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08232019/7924.png,Delanie,Walker,Delanie,Delanie Walker,Walker,0.0,0.0,0.0,0.0,,,
RB,nfl.p.7929,Dal,Dallas Cowboys,nfl.t.6,['RB'],0,7929,273.p.7929,O,RB,47,5,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Lawrence,Vickers,Lawrence,Lawrence Vickers,Vickers,0.0,0.0,0.0,0.0,,,
QB,nfl.p.7943,Pit,Pittsburgh Steelers,nfl.t.23,['QB'],0,7943,273.p.7943,O,QB,5,4,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Bruce,Gradkowski,Bruce,Bruce Gradkowski,Gradkowski,0.0,0.0,0.0,0.0,,,
WR,nfl.p.7982,Chi,Chicago Bears,nfl.t.3,['WR'],0,7982,273.p.7982,O,WR,13,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Devin,Aromashodu,Devin,Devin Aromashodu,Aromashodu,0.0,0.0,0.0,0.0,,,
WR,nfl.p.7998,NYJ,New York Jets,nfl.t.20,['WR'],0,7998,273.p.7998,O,WR,15,9,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Ben,Obomanu,Ben,Ben Obomanu,Obomanu,0.0,0.0,0.0,0.0,,,
WR,nfl.p.8001,NO,New Orleans Saints,nfl.t.18,['WR'],0,8001,273.p.8001,O,WR,12,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Marques,Colston,Marques,Marques Colston,Colston,42.2,4.9,20.7,1.0,,,
WR,nfl.p.8021,Phi,Philadelphia Eagles,nfl.t.21,['WR'],0,8021,273.p.8021,O,WR,19,7,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Miles,Austin,Miles,Miles Austin,Austin,44.8,5.1,22.0,1.0,,,
TE,nfl.p.8028,NYG,New York Giants,nfl.t.19,['TE'],0,8028,273.p.8028,O,TE,85,11,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Daniel,Fells,Daniel,Daniel Fells,Fells,0.0,0.0,0.0,0.0,,,
RB,nfl.p.8040,Chi,Chicago Bears,nfl.t.3,['RB'],0,8040,273.p.8040,O,RB,24,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Montell,Owens,Montell,Montell Owens,Owens,0.0,0.0,0.0,0.0,,,
WR,nfl.p.8054,Chi,Chicago Bears,nfl.t.3,['WR'],0,8054,273.p.8054,O,WR,18,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Micheal,Spurlock,Micheal,Micheal Spurlock,Spurlock,0.0,0.0,0.0,0.0,,,
RB,nfl.p.8063,Buf,Buffalo Bills,nfl.t.2,['RB'],0,8063,273.p.8063,O,RB,22,8,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Fred,Jackson,Fred,Fred Jackson,Jackson,40.2,4.6,19.1,1.0,,,
RB,nfl.p.8078,Jax,Jacksonville Jaguars,nfl.t.30,['RB'],0,8078,273.p.8078,O,RB,45,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Naufahu,Tahi,Naufahu,Naufahu Tahi,Tahi,0.0,0.0,0.0,0.0,,,
RB,nfl.p.8101,NO,New Orleans Saints,nfl.t.18,['RB'],0,8101,273.p.8101,O,RB,36,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Chris,Taylor,Chris,Chris Taylor,Taylor,0.0,0.0,0.0,0.0,,,
WR,nfl.p.8134,TB,Tampa Bay Buccaneers,nfl.t.27,['WR'],0,8134,273.p.8134,O,WR,12,5,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Wallace,Wright,Wallace,Wallace Wright,Wright,0.0,0.0,0.0,0.0,,,
WR,nfl.p.8256,Det,Detroit Lions,nfl.t.8,['WR'],0,8256,273.p.8256,O,WR,81,5,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Calvin,Johnson,Calvin,Calvin Johnson,Johnson,5.4,1.1,48.3,1.0,,,
RB,nfl.p.8261,Sea,Seattle Seahawks,nfl.t.26,['RB'],0,8261,273.p.8261,O,RB,21,11,small,https://s.yimg.com/iu/api/res/1.2/QCLJ0USde.J7_bbpCSqyRQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/11162020/8261.png,Adrian,Peterson,Adrian,Adrian Peterson,Peterson,23.4,2.9,30.8,1.0,,,
WR,nfl.p.8263,Chi,Chicago Bears,nfl.t.3,['WR'],0,8263,273.p.8263,O,WR,19,6,small,https://s.yimg.com/iu/api/res/1.2/j6.jsfLgE5hdExh8h1UFNQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/8263.png,Ted,Ginn Jr.,Ted,Ted Ginn Jr.,Ginn Jr.,0.0,0.0,0.0,0.0,,,
RB,nfl.p.8266,Sea,Seattle Seahawks,nfl.t.26,['RB'],0,8266,273.p.8266,O,RB,24,11,small,https://s.yimg.com/iu/api/res/1.2/Q.qvxvJKlGiVigPwpY_fFQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08242018/8266.png,Marshawn,Lynch,Marshawn,Marshawn Lynch,Lynch,19.7,2.5,26.5,1.0,,,
QB,nfl.p.8276,Mia,Miami Dolphins,nfl.t.15,['QB'],0,8276,273.p.8276,O,QB,7,7,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Brady,Quinn,Brady,Brady Quinn,Quinn,0.0,0.0,0.0,0.0,,,
WR,nfl.p.8277,KC,Kansas City Chiefs,nfl.t.12,['WR'],0,8277,273.p.8277,O,WR,80,7,small,https://s.yimg.com/iu/api/res/1.2/V4KlOz9puvNpbC2kGobdvg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/20141101/8277.png,Dwayne,Bowe,Dwayne,Dwayne Bowe,Bowe,56.7,6.3,14.9,1.0,,,
WR,nfl.p.8281,NO,New Orleans Saints,nfl.t.18,['WR'],0,8281,273.p.8281,O,WR,17,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Robert,Meachem,Robert,Robert Meachem,Meachem,95.5,10.3,6.4,1.0,,,
TE,nfl.p.8285,Sea,Seattle Seahawks,nfl.t.26,['TE'],0,8285,273.p.8285,O,TE,88,11,small,https://s.yimg.com/iu/api/res/1.2/N5BCAUSwnSZZ25rY65eYcw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/10012020/8285.png,Greg,Olsen,Greg,Greg Olsen,Olsen,129.7,13.6,1.4,0.75,,,
WR,nfl.p.8286,NE,New England Patriots,nfl.t.17,['WR'],0,8286,273.p.8286,O,WR,16,9,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Anthony,Gonzalez,Anthony,Anthony Gonzalez,Gonzalez,0.0,0.0,0.0,0.0,,,
QB,nfl.p.8290,Buf,Buffalo Bills,nfl.t.2,['QB'],0,8290,273.p.8290,O,QB,4,8,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Kevin,Kolb,Kevin,Kevin Kolb,Kolb,0.0,0.0,0.0,0.0,,,
TE,nfl.p.8292,Sea,Seattle Seahawks,nfl.t.26,['TE'],0,8292,273.p.8292,O,TE,86,11,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Zach,Miller,Zach,Zach Miller,Miller,0.0,0.0,0.0,0.0,,,
QB,nfl.p.8294,Hou,Houston Texans,nfl.t.34,['QB'],0,8294,273.p.8294,O,QB,12,8,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,John,Beck,John,John Beck,Beck,0.0,0.0,0.0,0.0,,,
QB,nfl.p.8297,TB,Tampa Bay Buccaneers,nfl.t.27,['QB'],0,8297,273.p.8297,O,QB,6,5,small,https://s.yimg.com/iu/api/res/1.2/cB8x7IN0gX8YaMaSQFT9Bw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nfl_cutout/players_l/08192019/8297.png,Drew,Stanton,Drew,Drew Stanton,Stanton,0.0,0.0,0.0,0.0,,,
WR,nfl.p.8298,Sea,Seattle Seahawks,nfl.t.26,['WR'],0,8298,273.p.8298,O,WR,18,11,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Sidney,Rice,Sidney,Sidney Rice,Rice,110.9,11.9,4.8,0.98,,,
WR,nfl.p.8305,TB,Tampa Bay Buccaneers,nfl.t.27,['WR'],0,8305,273.p.8305,O,WR,12,5,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Steve,Smith,Steve,Steve Smith,Smith,0.0,0.0,0.0,0.0,,,
RB,nfl.p.8306,NO,New Orleans Saints,nfl.t.18,['RB'],0,8306,273.p.8306,O,RB,40,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Brian,Leonard,Brian,Brian Leonard,Leonard,0.0,0.0,0.0,0.0,,,
RB,nfl.p.8317,Cle,Cleveland Browns,nfl.t.5,['RB'],0,8317,273.p.8317,O,RB,27,10,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Brandon,Jackson,Brandon,Brandon Jackson,Jackson,0.0,0.0,0.0,0.0,,,
RB,nfl.p.8325,Chi,Chicago Bears,nfl.t.3,['RB'],0,8325,273.p.8325,O,RB,38,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Lorenzo,Booker,Lorenzo,Lorenzo Booker,Booker,0.0,0.0,0.0,0.0,,,
WR,nfl.p.8327,Bal,Baltimore Ravens,nfl.t.33,['WR'],0,8327,273.p.8327,O,WR,13,8,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Jacoby,Jones,Jacoby,Jacoby Jones,Jones,0.0,0.0,0.0,0.0,,,
WR,nfl.p.8329,Jax,Jacksonville Jaguars,nfl.t.30,['WR'],0,8329,273.p.8329,O,WR,81,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Laurent,Robinson,Laurent,Laurent Robinson,Robinson,125.8,13.4,2.5,0.52,,,
WR,nfl.p.8330,NYJ,New York Jets,nfl.t.20,['WR'],0,8330,273.p.8330,O,WR,89,9,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Jason,Hill,Jason,Jason Hill,Hill,0.0,0.0,0.0,0.0,,,
TE,nfl.p.8331,Pit,Pittsburgh Steelers,nfl.t.23,['TE'],0,8331,273.p.8331,O,TE,89,4,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Matt,Spaeth,Matt,Matt Spaeth,Spaeth,0.0,0.0,0.0,0.0,,,
WR,nfl.p.8332,LAC,Los Angeles Chargers,nfl.t.24,['WR'],0,8332,273.p.8332,O,WR,89,7,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,James,Jones,James,James Jones,Jones,127.4,13.5,1.5,0.08,,,
QB,nfl.p.8346,LV,Las Vegas Raiders,nfl.t.13,['QB'],0,8346,273.p.8346,O,QB,5,5,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Trent,Edwards,Trent,Trent Edwards,Edwards,0.0,0.0,0.0,0.0,,,
RB,nfl.p.8354,Ari,Arizona Cardinals,nfl.t.22,['RB'],0,8354,273.p.8354,O,RB,29,10,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Michael,Bush,Michael,Michael Bush,Bush,114.4,12.4,3.2,0.39,,,
WR,nfl.p.8357,Jax,Jacksonville Jaguars,nfl.t.30,['WR'],0,8357,273.p.8357,O,WR,86,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Isaiah,Stanback,Isaiah,Isaiah Stanback,Stanback,0.0,0.0,0.0,0.0,,,
TE,nfl.p.8383,NE,New England Patriots,nfl.t.17,['TE'],0,8383,273.p.8383,O,TE,88,9,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Scott,Chandler,Scott,Scott Chandler,Chandler,0.0,0.0,0.0,0.0,,,
RB,nfl.p.8391,LAC,Los Angeles Chargers,nfl.t.24,['RB'],0,8391,273.p.8391,O,RB,33,7,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Le'Ron,McClain,Le'Ron,Le'Ron McClain,McClain,0.0,0.0,0.0,0.0,,,
WR,nfl.p.8396,NO,New Orleans Saints,nfl.t.18,['WR'],0,8396,273.p.8396,O,WR,85,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Steve,Breaston,Steve,Steve Breaston,Breaston,0.0,0.0,0.0,0.0,,,
TE,nfl.p.8407,KC,Kansas City Chiefs,nfl.t.12,['TE'],0,8407,273.p.8407,O,TE,80,7,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Kevin,Boss,Kevin,Kevin Boss,Boss,0.0,0.0,0.0,0.0,,,
TE,nfl.p.8409,Chi,Chicago Bears,nfl.t.3,['TE'],0,8409,273.p.8409,O,TE,88,6,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,Dante,Rosario,Dante,Dante Rosario,Rosario,0.0,0.0,0.0,0.0,,,
WR,nfl.p.8411,Buf,Buffalo Bills,nfl.t.2,['WR'],0,8411,273.p.8411,O,WR,17,8,small,https://s.yimg.com/iu/api/res/1.2/TcM85WhJ.fAOHWf2QKLjIw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMDA7Y3I9MTtjdz0xNTM7ZHg9NzQ7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/dh/ap/default/140828/silhouette@2x.png,David,Clowney,David,David Clowney,Clowney,0.0,0.0,0.0,0.0,,,
